Category,Frequency,Percentage (%)
492,1,0.00043811034247085475
196,1,0.00043811034247085475
496,1,0.00043811034247085475
190,1,0.00043811034247085475
76,1,0.00043811034247085475
5181,1,0.00043811034247085475
5195,1,0.00043811034247085475
1140,1,0.00043811034247085475
1045,1,0.00043811034247085475
165,1,0.00043811034247085475
1606,1,0.00043811034247085475
176,1,0.00043811034247085475
827,1,0.00043811034247085475
487,1,0.00043811034247085475
2083,1,0.00043811034247085475
273,1,0.00043811034247085475
266,1,0.00043811034247085475
1739,1,0.00043811034247085475
292,1,0.00043811034247085475
1357,1,0.00043811034247085475
212,1,0.00043811034247085475
169,1,0.00043811034247085475
162,1,0.00043811034247085475
151,1,0.00043811034247085475
1753,1,0.00043811034247085475
961,1,0.00043811034247085475
1905,1,0.00043811034247085475
1823,1,0.00043811034247085475
1376,1,0.00043811034247085475
670,1,0.00043811034247085475
1902,1,0.00043811034247085475
840,1,0.00043811034247085475
603,1,0.00043811034247085475
489,1,0.00043811034247085475
5058,1,0.00043811034247085475
213,1,0.00043811034247085475
622,1,0.00043811034247085475
746,1,0.00043811034247085475
906,1,0.00043811034247085475
2202,1,0.00043811034247085475
785,1,0.00043811034247085475
661,1,0.00043811034247085475
1367,1,0.00043811034247085475
217,1,0.00043811034247085475
237,1,0.00043811034247085475
2950,1,0.00043811034247085475
397,1,0.00043811034247085475
1430,1,0.00043811034247085475
1258,1,0.00043811034247085475
1105,1,0.00043811034247085475
3049,1,0.00043811034247085475
3286,1,0.00043811034247085475
3482,1,0.00043811034247085475
5010,1,0.00043811034247085475
5109,1,0.00043811034247085475
258,1,0.00043811034247085475
306,1,0.00043811034247085475
79,1,0.00043811034247085475
1075,1,0.00043811034247085475
200,1,0.00043811034247085475
2080,1,0.00043811034247085475
2045,1,0.00043811034247085475
2780,1,0.00043811034247085475
658,1,0.00043811034247085475
2035,1,0.00043811034247085475
